Date,CN,Sales
2/1/2018,228849,1840
2/1/2018,228850,92128
2/1/2018,228852,70140.56
2/1/2018,228853,103
2/1/2018,228854,26521.92
2/1/2018,228855,16900
2/1/2018,228856,8645
2/1/2018,228857,4102.3
2/1/2018,228858,600
2/1/2018,228859,14112
2/1/2018,228860,32702.4
2/1/2018,228861,67575.68
2/1/2018,228862,190484
2/1/2018,228863,11440
2/1/2018,228864,50836.2
2/1/2018,228865,32875.2
2/1/2018,228866,96
2/1/2018,228867,6200
2/1/2018,228868,110285.6
2/1/2018,228869,16560
2/1/2018,228870,109333.6
2/1/2018,228871,54388
2/1/2018,228872,120
2/1/2018,228873,100
2/1/2018,228874,6840.53
2/1/2018,228875,6840
2/1/2018,228876,19912.5
2/1/2018,228877,8864
2/1/2018,228879,20276
2/1/2018,228880,2563.2
2/1/2018,228881,51250
2/1/2018,228882,7600
2/1/2018,228883,1375
2/1/2018,228884,191116.8
2/1/2018,228885,23312
2/1/2018,228886,466416
2/1/2018,228887,39800
2/1/2018,228888,76680
2/1/2018,228889,49772.8
2/1/2018,228890,14560
2/1/2018,228891,65923.2
2/1/2018,228892,39312
2/1/2018,228893,8900
2/1/2018,228894,145000
2/1/2018,228895,145000
2/1/2018,228896,97500
2/1/2018,228897,14976
2/1/2018,228898,42596
2/1/2018,228899,7100
2/2/2018,228900,9513.9
2/2/2018,228901,2320
2/2/2018,228902,51622.6
2/2/2018,228903,15547
2/2/2018,228904,13000
2/2/2018,228905,470
2/2/2018,228906,2250
2/2/2018,228907,56602
2/2/2018,228908,800
2/2/2018,228909,82971.5
2/2/2018,228910,36241
2/2/2018,228911,15918.66
2/2/2018,228912,6619.44
2/2/2018,228913,175392
2/2/2018,228914,229216
2/2/2018,228915,25920.64
2/2/2018,228916,5100
2/2/2018,228917,4574.88
2/2/2018,228918,3049.92
2/2/2018,228919,975
2/2/2018,228920,17906.4
2/2/2018,228921,786
2/2/2018,228922,10169.04
2/2/2018,228923,76248
2/2/2018,228924,3618
2/2/2018,228925,4800
2/2/2018,228927,87552
2/2/2018,228928,317540
2/2/2018,228929,50476.8
2/2/2018,228930,57.4
2/2/2018,228931,43554
2/2/2018,228932,664.25
2/2/2018,228933,15580
2/2/2018,228934,25000
2/2/2018,228935,23634
2/2/2018,228936,8656.72
2/2/2018,228937,8656.72
2/2/2018,228938,72000
2/2/2018,228939,9268
2/2/2018,228940,17970
2/2/2018,228941,21916.8
2/2/2018,228942,6860
2/2/2018,228943,777600
2/2/2018,228944,922.5
2/2/2018,228945,1658.88
2/2/2018,228946,2750
2/2/2018,228947,14499.12
2/2/2018,228948,1501.78
2/2/2018,228949,20520
2/2/2018,228950,20384
2/2/2018,228951,6148
2/2/2018,228952,6148
2/2/2018,228953,2903.5
2/2/2018,228954,29815.2
2/2/2018,228955,3042
2/3/2018,228956,15984
2/3/2018,228957,14535.08
2/3/2018,228958,12816
2/3/2018,228959,120
2/3/2018,228960,1468.8
2/3/2018,228961,167.39
2/3/2018,228962,318
2/3/2018,228963,44710
2/3/2018,228964,33490.8
2/3/2018,228965,12498
2/3/2018,228966,47433.6
2/3/2018,228967,23716.8
2/3/2018,228968,23716.8
2/3/2018,228969,53867.5
2/3/2018,228970,819054.8
2/3/2018,228971,20520
2/3/2018,228972,107.07
2/3/2018,228973,235200
2/3/2018,228974,67987.5
2/3/2018,228975,54899
2/3/2018,228976,8050
2/3/2018,228977,24300
2/5/2018,228978,91278
2/5/2018,228979,23716.8
2/5/2018,228980,170374.16
2/5/2018,228981,6150
2/5/2018,228982,209107.5
2/5/2018,228983,80.73
2/5/2018,228984,1440
2/5/2018,228985,10512
2/5/2018,228986,5829.12
2/5/2018,228987,5829.12
2/5/2018,228988,2917.44
2/5/2018,228989,46542
2/5/2018,228990,3720.84
2/5/2018,228991,77400
2/5/2018,228992,1350
2/5/2018,228993,962.5
2/5/2018,228994,505
2/5/2018,228995,32014
2/5/2018,228996,30960
2/5/2018,228997,51847.2
2/5/2018,228998,8064
2/5/2018,228999,39847.5
2/5/2018,229000,55
2/5/2018,229001,22844
2/5/2018,229002,105.8
2/5/2018,229003,3356
2/5/2018,229004,1044
2/5/2018,229005,55440
2/5/2018,229006,11088
2/5/2018,229007,33264
2/5/2018,229008,26496
2/5/2018,229009,165781.04
2/5/2018,229010,189048
2/5/2018,229011,33500
2/5/2018,229012,31936
2/5/2018,229013,214617.6
2/5/2018,229014,8200
2/5/2018,229015,20010
2/5/2018,229016,110721.6
2/5/2018,229017,67680
2/5/2018,229018,6359.4
2/5/2018,229019,9761
2/5/2018,229020,3026.88
2/5/2018,229021,211000
2/5/2018,229022,45750
2/5/2018,229023,22005
2/5/2018,229024,1458
2/5/2018,229025,378
2/5/2018,229026,25234
2/5/2018,229027,8500
2/5/2018,229028,170640
2/5/2018,229029,35280
2/5/2018,229030,19044
2/5/2018,229031,31574.84
2/5/2018,229032,204059.34
2/5/2018,229033,17064
2/5/2018,229034,51192
2/5/2018,229035,59376.8
2/5/2018,229036,26500
2/5/2018,229037,290068
2/5/2018,229038,235520
2/5/2018,229039,110880
2/5/2018,229040,65786.4
2/5/2018,229041,205200
2/5/2018,229042,56550
2/5/2018,229043,90770
2/5/2018,229044,40219.72
2/5/2018,229045,13507.2
2/5/2018,229046,107640
2/5/2018,229047,87423
2/6/2018,229048,46656
2/6/2018,229049,639
2/6/2018,229050,3225
2/6/2018,229051,20382.88
2/6/2018,229052,3600
2/6/2018,229053,6750
2/6/2018,229054,1420
2/6/2018,229055,2727
2/6/2018,229056,68400
2/6/2018,229057,68400
2/6/2018,229058,102958.4
2/6/2018,229059,102958.4
2/6/2018,229060,412711.2
2/6/2018,229061,17064
2/6/2018,229062,311416
2/6/2018,229063,32832
2/6/2018,229064,19516.32
2/6/2018,229065,75816
2/6/2018,229066,75816
2/6/2018,229067,30326.4
2/6/2018,229068,15163.2
2/6/2018,229069,3119.04
2/6/2018,229070,82411.2
2/6/2018,229071,7219.88
2/6/2018,229072,5971.2
2/6/2018,229073,3679.5
2/6/2018,229074,46
2/6/2018,229075,8322
2/6/2018,229076,193
2/6/2018,229077,2362.5
2/6/2018,229078,3460.5
2/6/2018,229079,18584
2/6/2018,229080,1524.96
2/6/2018,229081,9408
2/6/2018,229082,121504.5
2/6/2018,229083,307209.6
2/6/2018,229084,2100.6
2/6/2018,229085,42500
2/6/2018,229086,45487
2/6/2018,229087,185942.74
2/6/2018,229088,2482.5
2/6/2018,229089,2761.9
2/6/2018,229090,462500
2/6/2018,229091,3060.62
2/6/2018,229092,5358.5
2/6/2018,229093,4080.32
2/6/2018,229094,966.9
2/6/2018,229095,1319.6
2/6/2018,229096,2595.98
2/6/2018,229097,2163.3
2/6/2018,229098,2292.5
2/6/2018,229099,176400
2/6/2018,229100,50560.6
2/6/2018,229101,3867.7
2/6/2018,229102,3480
2/6/2018,229103,17125
2/6/2018,229104,12049.3
2/6/2018,229105,350
2/6/2018,229106,845
2/6/2018,229107,1690
2/6/2018,229108,845
2/6/2018,229109,875
2/6/2018,229110,23404
2/6/2018,229111,2865
2/6/2018,229112,59446
2/6/2018,229113,103
2/7/2018,229114,9472
2/7/2018,229115,64965.6
2/7/2018,229116,81720
2/7/2018,229117,9505
2/7/2018,229118,361893.6
2/7/2018,229119,141680
2/7/2018,229120,510000
2/7/2018,229121,1125
2/7/2018,229122,216.6
2/7/2018,229123,2538
2/7/2018,229124,2538
2/7/2018,229125,440
2/7/2018,229126,528
2/7/2018,229127,2080
2/7/2018,229128,14040
2/7/2018,229129,14040
2/7/2018,229130,41010
2/7/2018,229131,5985
2/7/2018,229132,115000
2/7/2018,229133,70015.52
2/7/2018,229134,57266
2/7/2018,229135,2625
2/7/2018,229136,16510
2/7/2018,229137,590.04
2/7/2018,229138,208675.76
2/7/2018,229139,15867
2/7/2018,229140,2360.16
2/7/2018,229141,28790.88
2/7/2018,229142,348.9
2/7/2018,229143,6768
2/7/2018,229144,131208.9
2/7/2018,229145,11088
2/7/2018,229146,1559.52
2/7/2018,229147,8050
2/7/2018,229148,45489.6
2/7/2018,229149,32402.5
2/7/2018,229150,7020
2/7/2018,229151,6506
2/7/2018,229152,5739.18
2/7/2018,229153,7912.68
2/7/2018,229154,6309.26
2/7/2018,229155,4521.6
2/7/2018,229157,7932.6
2/7/2018,229158,179835
2/7/2018,229159,24394.8
2/7/2018,229160,1200
2/7/2018,229161,840
2/7/2018,229162,402500
2/7/2018,229163,435
2/7/2018,229164,13486
2/7/2018,229165,82800
2/7/2018,229166,50499.4
2/7/2018,229167,38695
2/7/2018,229168,402500
2/8/2018,229169,184.9
2/8/2018,229170,78496
2/8/2018,229171,1940
2/8/2018,229172,670
2/8/2018,229173,53429.96
2/8/2018,229174,25676.4
2/8/2018,229175,1875
2/8/2018,229176,4250
2/8/2018,229177,1559.52
2/8/2018,229178,6083
2/8/2018,229179,45216
2/8/2018,229180,57000
2/8/2018,229181,478.34
2/8/2018,229182,20000
2/8/2018,229183,67796.64
2/8/2018,229184,67779.36
2/8/2018,229185,77403
2/8/2018,229186,20520
2/8/2018,229187,20520
2/8/2018,229188,14944.92
2/8/2018,229189,6979.1
2/8/2018,229190,510
2/8/2018,229191,3198
2/8/2018,229192,11201
2/8/2018,229193,19980
2/8/2018,229194,22.5
2/8/2018,229195,331
2/8/2018,229196,11478.1
2/8/2018,229197,3149
2/8/2018,229198,27540
2/8/2018,229200,1547.08
2/8/2018,229201,450
2/8/2018,229202,1407
2/8/2018,229203,1300
2/8/2018,229204,4104
2/8/2018,229205,11478.1
2/8/2018,229206,3149
2/8/2018,229207,28800
2/8/2018,229208,6192
2/8/2018,229209,8560.05
2/8/2018,229210,13936.9
2/8/2018,229211,37650
2/8/2018,229212,832
2/8/2018,229213,100500
2/8/2018,229214,6170
2/8/2018,229215,35220
2/8/2018,229216,42480
2/8/2018,229217,17601.6
2/8/2018,229218,12835
2/8/2018,229219,50420.2
2/8/2018,229220,22000
2/8/2018,229221,630
2/8/2018,229222,5040
2/8/2018,229223,1317
2/8/2018,229224,12540.96
2/8/2018,229225,110
2/8/2018,229226,23196.85
2/8/2018,229227,105048
2/8/2018,229228,118.5
2/8/2018,229229,92
2/9/2018,229230,27360
2/9/2018,229231,27360
2/9/2018,229232,1130.4
2/9/2018,229233,2880
2/9/2018,229234,320
2/9/2018,229235,161724.96
2/9/2018,229236,15840
2/9/2018,229237,134042.4
2/9/2018,229238,17637.58
2/9/2018,229239,243288
2/9/2018,229240,279220
2/9/2018,229241,8640
2/9/2018,229242,4295.16
2/9/2018,229244,31068
2/9/2018,229245,46310.4
2/9/2018,229246,660
2/9/2018,229247,21600
2/9/2018,229248,1408.08
2/9/2018,229249,1818
2/9/2018,229250,1380
2/9/2018,229251,4432.32
2/9/2018,229252,28916.4
2/9/2018,229253,27382.5
2/9/2018,229254,528.27
2/9/2018,229255,3750
2/9/2018,229256,102900
2/9/2018,229257,2645
2/9/2018,229258,36960
2/9/2018,229259,16800
2/9/2018,229260,16606.4
2/9/2018,229261,73050
2/9/2018,229262,10800
2/9/2018,229263,8750
2/9/2018,229264,3837.85
2/9/2018,229265,1543
2/9/2018,229266,23.9
2/9/2018,229267,21840
2/9/2018,229268,36400
2/9/2018,229269,9903
2/9/2018,229270,3672
2/9/2018,229271,26515
2/9/2018,229272,47697.6
2/9/2018,229273,180
2/9/2018,229274,11520
2/9/2018,229275,181872
2/9/2018,229276,1308
2/9/2018,229277,21780.96
2/9/2018,229278,3835
2/9/2018,229279,1300
2/9/2018,229280,430175
2/9/2018,229281,1238.4
2/9/2018,229282,17000
2/10/2018,229283,71820
2/10/2018,229284,1530
2/10/2018,229285,228326.4
2/10/2018,229286,4591.9
2/10/2018,229287,521956.8
2/10/2018,229288,406425.6
2/10/2018,229289,162
2/10/2018,229290,279000
2/10/2018,229291,45396
2/10/2018,229292,9100
2/10/2018,229293,57600
2/10/2018,229294,55440
2/10/2018,229296,2234
2/10/2018,229297,5490.6
2/10/2018,229298,847125
2/10/2018,229299,21002.4
2/10/2018,229300,210600
2/10/2018,229301,130
2/10/2018,229302,19843.2
2/12/2018,229303,12673.4
2/12/2018,229304,5501
2/12/2018,229305,401760
2/12/2018,229306,87800
2/12/2018,229307,337420
2/12/2018,229308,5100
2/12/2018,229309,2550
2/12/2018,229310,128316
2/12/2018,229311,93099.8
2/12/2018,229312,89435.5
2/12/2018,229313,29914.56
2/12/2018,229314,15900
2/12/2018,229315,81341.6
2/12/2018,229316,34560
2/12/2018,229318,39000
2/12/2018,229319,7931.12
2/12/2018,229320,3315.8
2/12/2018,229321,151632
2/12/2018,229322,68976
2/12/2018,229323,38937.6
2/12/2018,229324,27360
2/12/2018,229325,97884.7
2/12/2018,229326,24969.6
2/12/2018,229327,4181.76
2/12/2018,229328,21525.8
2/12/2018,229329,6300
2/12/2018,229330,5877
2/12/2018,229331,2690.82
2/12/2018,229332,14363.28
2/12/2018,229333,263.5
2/12/2018,229334,435900
2/12/2018,229335,8782.8
2/12/2018,229336,63288
2/12/2018,229337,69027.12
2/12/2018,229338,7628.4
2/12/2018,229339,88392.8
2/12/2018,229340,3999.6
2/12/2018,229341,37543.5
2/12/2018,229342,240
2/12/2018,229343,1463
2/12/2018,229344,90
2/12/2018,229345,72526.2
2/12/2018,229346,12300
2/12/2018,229347,51375
2/12/2018,229348,6840
2/12/2018,229349,141690
2/12/2018,229350,28268
2/12/2018,229351,29700
2/12/2018,229352,116885.2
2/12/2018,229353,135042.8
2/12/2018,229354,38500
2/12/2018,229355,25488
2/12/2018,229356,4894
2/13/2018,229357,14989.9
2/13/2018,229358,3483.8
2/13/2018,229359,29088
2/13/2018,229360,13746.7
2/13/2018,229361,3452
2/13/2018,229362,145440
2/13/2018,229363,22900
2/13/2018,229364,1858.9
2/13/2018,229365,266.95
2/13/2018,229366,10.7
2/13/2018,229367,10775
2/13/2018,229368,2088
2/13/2018,229369,1575
2/13/2018,229370,18452.16
2/13/2018,229371,10035.2
2/13/2018,229372,4218.32
2/13/2018,229373,1180
2/13/2018,229374,1350
2/13/2018,229375,75
2/13/2018,229376,7700
2/13/2018,229377,14688
2/13/2018,229378,1662.5
2/13/2018,229379,48675
2/13/2018,229380,21.66
2/13/2018,229381,26704
2/13/2018,229382,2600
2/13/2018,229383,169128
2/13/2018,229384,32566.4
2/13/2018,229385,12367.5
2/13/2018,229386,15776
2/13/2018,229387,2481
2/13/2018,229388,960
2/13/2018,229389,3642.3
2/13/2018,229390,3310.7
2/13/2018,229391,2726.6
2/13/2018,229392,3414.75
2/13/2018,229393,2952.7
2/13/2018,229394,324
2/13/2018,229395,80
2/13/2018,229396,5132.5
2/13/2018,229397,2877
2/13/2018,229398,204.8
2/13/2018,229399,7040
2/13/2018,229400,2987.26
2/13/2018,229401,4650.5
2/13/2018,229402,1294.5
2/13/2018,229403,77400
2/13/2018,229404,29088
2/13/2018,229405,167120.8
2/13/2018,229406,32400
2/13/2018,229407,894
2/13/2018,229408,4211
2/13/2018,229409,279000
2/13/2018,229410,9468
2/13/2018,229411,154696
2/13/2018,229412,31032
2/13/2018,229413,1084
2/13/2018,229414,15193.6
2/13/2018,229415,1100
2/13/2018,229416,8108.4
2/13/2018,229417,355
2/13/2018,229418,7007.2
2/13/2018,229419,15721
2/13/2018,229420,13203
2/13/2018,229421,53875
2/13/2018,229422,21200
2/13/2018,229423,836800
2/13/2018,229424,141009.6
2/13/2018,229425,7375
2/13/2018,229426,1350
2/13/2018,229427,14572.4
2/13/2018,229428,15197.2
2/13/2018,229429,3400
2/14/2018,229430,397.5
2/14/2018,229431,54600
2/14/2018,229432,31936
2/14/2018,229433,159256
2/14/2018,229434,5070
2/14/2018,229435,11390.4
2/14/2018,229436,198996
2/14/2018,229437,3120
2/14/2018,229438,562200
2/14/2018,229439,10032
2/14/2018,229440,1310
2/14/2018,229441,6890.4
2/14/2018,229442,159840
2/14/2018,229443,3900
2/14/2018,229444,4755
2/14/2018,229445,20952
2/14/2018,229446,10720.8
2/14/2018,229447,75816
2/14/2018,229448,3188.92
2/14/2018,229449,2500
2/14/2018,229450,16860.6
2/14/2018,229451,4140
2/14/2018,229452,2628
2/14/2018,229453,66924
2/14/2018,229454,101766.8
2/14/2018,229455,8307
2/14/2018,229456,13648
2/14/2018,229457,54149.27
2/14/2018,229458,327.4
2/14/2018,229459,10584
2/14/2018,229460,92
2/14/2018,229461,24990.3
2/14/2018,229462,24485.58
2/14/2018,229463,17122
2/14/2018,229464,148680
2/14/2018,229465,11727.5
2/14/2018,229466,840
2/14/2018,229467,23624.6
2/14/2018,229468,3009.6
2/14/2018,229470,1146.37
2/14/2018,229471,124128
2/14/2018,229472,124128
2/14/2018,229473,33020
2/14/2018,229474,15319.5
2/14/2018,229475,6423.4
2/14/2018,229476,210
2/14/2018,229477,186000
2/14/2018,229478,1080
2/14/2018,229479,2550
2/14/2018,229480,916
2/15/2018,229481,275
2/15/2018,229482,908.9
2/15/2018,229483,31579
2/15/2018,229484,21522
2/15/2018,229485,109700.2
2/15/2018,229486,94212.65
2/15/2018,229487,1111
2/15/2018,229488,72.36
2/15/2018,229489,4316.4
2/15/2018,229490,900.2
2/15/2018,229491,5985
2/15/2018,229492,40
2/15/2018,229493,40
2/15/2018,229494,11727.5
2/15/2018,229495,325
2/15/2018,229496,6978
2/15/2018,229497,280.3
2/15/2018,229498,13260.96
2/15/2018,229499,600
2/15/2018,229500,8389
2/15/2018,229501,2278.44
2/15/2018,229502,8456
2/15/2018,229503,48.8
2/15/2018,229504,9128
2/15/2018,229505,10050
2/15/2018,229506,3220.5
2/15/2018,229507,12770.45
2/15/2018,229508,237120
2/15/2018,229509,1244
2/15/2018,229510,3653
2/15/2018,229511,15624
2/15/2018,229512,82692
2/15/2018,229513,65
2/15/2018,229514,1950
2/15/2018,229515,23100
2/15/2018,229516,3400
2/15/2018,229517,3150
2/15/2018,229518,5850
2/15/2018,229519,21513.6
2/15/2018,229520,117.39
2/15/2018,229521,3006.72
2/15/2018,229522,15285.6
2/15/2018,229523,124128
2/15/2018,229524,1410
2/15/2018,229525,1020.1
2/15/2018,229526,205250
2/17/2018,229527,162
2/17/2018,229528,17.2
2/17/2018,229529,108000
2/17/2018,229530,222500
2/17/2018,229531,30.1
2/17/2018,229532,220
2/17/2018,229533,49680
2/17/2018,229534,13610
2/17/2018,229535,20183.16
2/17/2018,229536,14544
2/17/2018,229537,124422.8
2/17/2018,229538,25622
2/17/2018,229539,64805
2/17/2018,229540,46500.5
2/17/2018,229541,48087
2/17/2018,229542,82440
2/17/2018,229543,12412.8
2/17/2018,229544,11016
2/17/2018,229545,2750
2/17/2018,229546,15099
2/17/2018,229547,1685
2/17/2018,229548,11240
2/17/2018,229549,357.5
2/19/2018,229550,11028.76
2/19/2018,229551,45726
2/19/2018,229552,71400
2/19/2018,229553,17800
2/19/2018,229554,9771.5
2/19/2018,229555,5990
2/19/2018,229556,99
2/19/2018,229557,32366.32
2/19/2018,229558,2600
2/19/2018,229559,29712
2/19/2018,229560,38988
2/19/2018,229561,20650
2/19/2018,229562,8500
2/19/2018,229563,5164.5
2/19/2018,229564,1840.68
2/19/2018,229565,2835.38
2/19/2018,229566,165
2/19/2018,229567,3906
2/19/2018,229568,4052.1
2/19/2018,229569,4439.8
2/19/2018,229570,1643
2/19/2018,229571,3988.5
2/19/2018,229572,1091
2/19/2018,229573,103
2/19/2018,229574,2231.9
2/19/2018,229575,513.36
2/19/2018,229576,165
2/19/2018,229577,5218.9
2/19/2018,229578,3947
2/19/2018,229579,1942.54
2/19/2018,229580,25250
2/19/2018,229581,24718.56
2/19/2018,229582,45412
2/19/2018,229583,352016
2/19/2018,229584,29001.6
2/19/2018,229585,18000
2/19/2018,229586,214617.6
2/19/2018,229587,152409.6
2/19/2018,229588,418847.4
2/19/2018,229589,23040
2/19/2018,229590,14552
2/19/2018,229591,35301.6
2/19/2018,229592,3052.8
2/19/2018,229593,2570
2/19/2018,229594,11924
2/19/2018,229595,10134.6
2/19/2018,229596,825
2/19/2018,229597,12393
2/19/2018,229598,10940.6
2/19/2018,229599,3900
2/19/2018,229600,430
2/19/2018,229601,64.98
2/19/2018,229602,100800
2/19/2018,229603,160040
2/19/2018,229604,100082
2/19/2018,229605,78524
2/19/2018,229606,15868.8
2/19/2018,229607,200284
2/19/2018,229608,451565
2/19/2018,229609,585000
2/19/2018,229610,58500
2/19/2018,229611,195316.8
2/19/2018,229612,17865.68
2/19/2018,229613,360000
2/19/2018,229614,87731
2/19/2018,229615,43501.6
2/19/2018,229616,95772
2/19/2018,229617,75300
2/19/2018,229618,65500
2/19/2018,229619,11760
2/19/2018,229620,130482
2/19/2018,229621,65789.6
2/20/2018,229622,240
2/20/2018,229623,155000
2/20/2018,229624,3655
2/20/2018,229625,299500
2/20/2018,229626,189.8
2/20/2018,229627,237.25
2/20/2018,229628,474.5
2/20/2018,229629,949
2/20/2018,229630,2317.5
2/20/2018,229631,1898
2/20/2018,229632,9110.4
2/20/2018,229633,5646.55
2/20/2018,229634,4745
2/20/2018,229635,4745
2/20/2018,229636,14200
2/20/2018,229637,3052.98
2/20/2018,229638,77400
2/20/2018,229639,78000
2/20/2018,229640,4036
2/20/2018,229641,58500
2/20/2018,229642,12645
2/20/2018,229643,13860
2/20/2018,229644,94032
2/20/2018,229645,91380
2/20/2018,229646,162
2/20/2018,229647,234000
2/20/2018,229648,24014.88
2/20/2018,229649,31680
2/20/2018,229650,78984
2/20/2018,229651,54648
2/20/2018,229652,75718.08
2/20/2018,229653,36720
2/20/2018,229654,107533.6
2/20/2018,229655,13450.16
2/20/2018,229656,6500
2/20/2018,229657,23241.6
2/20/2018,229658,66000
2/20/2018,229659,40217
2/20/2018,229660,45569.6
2/20/2018,229661,2467.5
2/20/2018,229662,2764.8
2/20/2018,229663,9575
2/20/2018,229664,2700
2/20/2018,229665,14250
2/20/2018,229666,69368
2/20/2018,229667,750
2/20/2018,229668,10832.85
2/20/2018,229669,40
2/20/2018,229670,40
2/20/2018,229671,972
2/20/2018,229672,12083.55
2/20/2018,229673,70
2/20/2018,229674,5800
2/20/2018,229675,1224
2/20/2018,229676,48600
2/20/2018,229677,96681
2/20/2018,229678,79686.28
2/20/2018,229679,45289.44
2/20/2018,229680,8352
2/20/2018,229681,44030.24
2/20/2018,229682,4800
2/21/2018,229683,345
2/21/2018,229684,345
2/21/2018,229685,99885.6
2/21/2018,229686,1300
2/21/2018,229687,12100
2/21/2018,229688,6512
2/21/2018,229689,15511.4
2/21/2018,229690,35640
2/21/2018,229691,21916.8
2/21/2018,229692,227.5
2/21/2018,229693,176
2/21/2018,229694,9558
2/21/2018,229695,6610.5
2/21/2018,229696,6610.5
2/21/2018,229697,2520
2/21/2018,229698,7100
2/21/2018,229699,6420
2/21/2018,229700,1368
2/21/2018,229701,1368
2/21/2018,229702,825.6
2/21/2018,229703,46094
2/21/2018,229704,19200
2/21/2018,229705,35956.8
2/21/2018,229706,4644
2/21/2018,229707,33760.8
2/21/2018,229708,8300
2/21/2018,229709,16163
2/21/2018,229710,140283
2/21/2018,229711,28080
2/21/2018,229712,10045
2/21/2018,229713,6915.8
2/21/2018,229714,4953.6
2/21/2018,229715,186380
2/21/2018,229716,3600
2/21/2018,229717,8301
2/21/2018,229718,2945
2/21/2018,229719,9572.04
2/21/2018,229720,31982.34
2/21/2018,229721,16206.6
2/21/2018,229722,398629.6
2/21/2018,229723,206
2/21/2018,229724,128080
2/21/2018,229725,13781.48
2/21/2018,229726,600
2/21/2018,229727,5474
2/21/2018,229728,4784.68
2/21/2018,229729,23874.48
2/21/2018,229730,25689.75
2/21/2018,229731,27157
2/21/2018,229732,14349.5
2/21/2018,229733,2440
2/21/2018,229734,2498
2/21/2018,229735,1560
2/21/2018,229736,19080
2/21/2018,229737,21920
2/21/2018,229738,30528
2/21/2018,229739,13056.8
2/21/2018,229740,74376
2/21/2018,229741,10584
2/21/2018,229742,6722.5
2/21/2018,229743,39790
2/21/2018,229744,23412.5
2/21/2018,229745,3000
2/21/2018,229746,3000
2/21/2018,229747,23572.8
2/21/2018,229748,650
2/22/2018,229749,65100
2/22/2018,229750,33537.6
2/22/2018,229751,36900
2/22/2018,229752,20531.25
2/22/2018,229753,150390
2/22/2018,229754,167450
2/22/2018,229755,12268.8
2/22/2018,229756,2455
2/22/2018,229757,2928
2/22/2018,229758,69
2/22/2018,229759,270
2/22/2018,229760,23142.5
2/22/2018,229761,300
2/22/2018,229762,60
2/22/2018,229763,8950
2/22/2018,229764,15433.2
2/22/2018,229765,26420
2/22/2018,229766,4620
2/22/2018,229767,2275
2/22/2018,229768,742
2/22/2018,229769,73736
2/22/2018,229770,3080.8
2/22/2018,229771,29088
2/22/2018,229772,5919.84
2/22/2018,229773,40587
2/22/2018,229774,142156.8
2/22/2018,229775,180859.6
2/22/2018,229776,223165.5
2/22/2018,229777,11184.66
2/22/2018,229778,6762.5
2/22/2018,229779,9504
2/22/2018,229780,1750
2/22/2018,229781,1750
2/22/2018,229782,3500
2/22/2018,229783,317449
2/22/2018,229784,6428.4
2/22/2018,229785,450
2/22/2018,229786,55049.04
2/22/2018,229787,7762
2/22/2018,229788,46656
2/22/2018,229789,36664
2/22/2018,229790,4480.2
2/22/2018,229791,8881.92
2/22/2018,229792,158000
2/22/2018,229793,29250
2/22/2018,229794,114078
2/22/2018,229795,74174.4
2/22/2018,229796,3378.7
2/22/2018,229797,81216
2/22/2018,229798,11250
2/22/2018,229799,15600
2/22/2018,229800,14650
2/22/2018,229801,5500
2/22/2018,229802,1920
2/22/2018,229803,5187.5
2/22/2018,229804,4793.68
2/22/2018,229805,1869.47
2/22/2018,229806,154925.2
2/22/2018,229807,9082.5
2/22/2018,229808,49307.5
2/22/2018,229809,10471
2/22/2018,229810,8845
2/22/2018,229811,697071.12
2/22/2018,229812,10584
2/22/2018,229813,7000
2/22/2018,229814,4080
2/22/2018,229815,4231
2/23/2018,229816,142.9
2/23/2018,229817,93231.8
2/23/2018,229818,6837
2/23/2018,229819,9250
2/23/2018,229820,41498.48
2/23/2018,229821,7344
2/23/2018,229822,12368.08
2/23/2018,229823,205.23
2/23/2018,229824,179784
2/23/2018,229825,1849
2/23/2018,229826,4512.6
2/23/2018,229827,23350
2/23/2018,229828,22140
2/23/2018,229829,55232
2/23/2018,229830,21118
2/23/2018,229831,37500
2/23/2018,229832,1497.6
2/23/2018,229833,39657.6
2/23/2018,229834,5010
2/23/2018,229835,3441.6
2/23/2018,229836,16560
2/23/2018,229837,53748
2/23/2018,229838,35544.5
2/23/2018,229839,4116.4
2/23/2018,229840,315.22
2/23/2018,229841,3305
2/23/2018,229842,5139.5
2/23/2018,229843,147
2/23/2018,229844,6152.5
2/23/2018,229845,6480
2/23/2018,229846,92896
2/23/2018,229847,3073
2/23/2018,229848,38178
2/23/2018,229849,55800
2/23/2018,229850,2622.85
2/23/2018,229851,2694.5
2/23/2018,229852,146640
2/23/2018,229853,10750
2/23/2018,229854,170080.3
2/23/2018,229855,28344
2/23/2018,229856,25700
2/23/2018,229857,7500
2/23/2018,229858,29376
2/23/2018,229859,975
2/23/2018,229860,20893.88
2/23/2018,229861,16943.56
2/23/2018,229862,872.8
2/23/2018,229863,19467.75
2/23/2018,229864,4848.1
2/23/2018,229865,155268
2/23/2018,229866,89442
2/24/2018,229867,3902.4
2/24/2018,229868,30528
2/24/2018,229869,49280
2/24/2018,229870,37.74
2/24/2018,229871,285790
2/24/2018,229872,72870.24
2/24/2018,229873,15162
2/24/2018,229874,14592.9
2/24/2018,229875,13096
2/24/2018,229876,1368
2/24/2018,229877,54.98
2/24/2018,229878,685
2/26/2018,229879,65750.4
2/26/2018,229880,19162.5
2/26/2018,229881,70200
2/26/2018,229882,77280
2/26/2018,229883,325540
